fecha,peaje,sentido_1,sentido_2,total,tipo_dia,trm_dolar
2023-06-19,PEAJE TUNEL LA LINEA TOLIMA,3625,0,3625,festivo,4145.72
2023-06-19,PLATANAL,1123,973,2096,festivo,4145.72
2023-06-19,PTO. TRIUNFO,2754,3034,5788,festivo,4145.72
2023-06-19,RINCON HONDO,966,722,1688,festivo,4145.72
2023-06-19,SACHICA,2531,4622,7153,festivo,4145.72
2023-06-19,SABOYA,1266,3367,4633,festivo,4145.72
2023-06-19,SAN DIEGO,1713,1941,3654,festivo,4145.72
2023-06-19,SAN JUAN,2099,2494,4593,festivo,4145.72
2023-06-19,SANCLEMENTE,515,643,1158,festivo,4145.72
2023-06-19,PEAJE RIO BLANCO,1715,2277,3992,festivo,4145.72
2023-06-19,RIO FRIO,575,1164,1739,festivo,4145.72
2023-06-19,OIBA,2339,3008,5347,festivo,4145.72
2023-06-19,TARAZA,1708,2218,3926,festivo,4145.72
2023-06-19,LLANOS,2651,2012,4663,festivo,4145.72
2023-06-19,ARCABUCO,4485,3135,7620,festivo,4145.72
2023-06-19,BICENTENARIO,1077,3040,4117,festivo,4145.72
2023-06-19,BORDO,4027,0,4027,festivo,4145.72
2023-06-19,CANO,1779,1461,3240,festivo,4145.72
2023-06-19,CARIMAGUA,833,709,1542,festivo,4145.72
2023-06-19,CASABLANCA,5509,7605,13114,festivo,4145.72
2023-06-19,LOS CUROS,4308,3652,7960,festivo,4145.72
2023-06-19,COCORNA (EL SANTUARIO),3372,6062,9434,festivo,4145.72
2023-06-19,CRUCERO,2001,1785,3786,festivo,4145.72
2023-06-19,CURITÍ,4445,2924,7369,festivo,4145.72
2023-06-19,EL KORAN,2072,3197,5269,festivo,4145.72
2023-06-19,LA PARADA,0,12370,12370,festivo,4145.72
2023-06-19,CERRITOS II,6681,7502,14183,festivo,4145.72
2023-06-20,PEAJE TORO,436,783,1219,entre_semana,4145.72
2023-06-20,PEAJE TUNEL LA LINEA QUINDIO,0,3388,3388,entre_semana,4145.72
2023-06-20,PEAJE TUNEL LA LINEA TOLIMA,3676,0,3676,entre_semana,4145.72
2023-06-20,PLATANAL,1024,970,1994,entre_semana,4145.72
2023-06-20,PTO. TRIUNFO,3060,2749,5809,entre_semana,4145.72
2023-06-20,RINCON HONDO,991,909,1900,entre_semana,4145.72
2023-06-20,SACHICA,2113,2593,4706,entre_semana,4145.72
2023-06-20,SABOYA,1453,1707,3160,entre_semana,4145.72
2023-06-20,SAN DIEGO,2308,2253,4561,entre_semana,4145.72
2023-06-20,SAN JUAN,2633,2681,5314,entre_semana,4145.72
2023-06-20,SANCLEMENTE,439,511,950,entre_semana,4145.72
2023-06-20,PEAJE RIO BLANCO,2262,1947,4209,entre_semana,4145.72
2023-06-20,RIO FRIO,521,669,1190,entre_semana,4145.72
2023-06-20,TARAZA,1706,1713,3419,entre_semana,4145.72
2023-06-20,LOS CUROS,3099,3005,6104,entre_semana,4145.72
2023-06-20,LLANOS,2098,2342,4440,entre_semana,4145.72
2023-06-20,OIBA,2412,2352,4764,entre_semana,4145.72
2023-06-20,ARCABUCO,2346,2403,4749,entre_semana,4145.72
2023-06-20,BICENTENARIO,1262,1567,2829,entre_semana,4145.72
2023-06-20,BORDO,3606,0,3606,entre_semana,4145.72
2023-06-20,CARIMAGUA,1166,687,1853,entre_semana,4145.72
2023-06-20,CASABLANCA,5149,5187,10336,entre_semana,4145.72
2023-06-20,CANO,1181,1438,2619,entre_semana,4145.72
2023-06-20,COCORNA (EL SANTUARIO),3443,3432,6875,entre_semana,4145.72
2023-06-20,CRUCERO,1438,1365,2803,entre_semana,4145.72
2023-06-20,CURITÍ,2925,2662,5587,entre_semana,4145.72
2023-06-20,EL KORAN,3266,2567,5833,entre_semana,4145.72
2023-06-20,LA PARADA,0,19471,19471,entre_semana,4145.72
2023-06-20,CERRITOS II,7274,7802,15076,entre_semana,4145.72
2023-06-21,PTO. TRIUNFO,3137,2641,5778,entre_semana,4149.18
2023-06-21,PEAJE TUNEL LA LINEA QUINDIO,0,3903,3903,entre_semana,4149.18
2023-06-21,TARAZA,1903,1758,3661,entre_semana,4149.18
2023-06-21,PLATANAL,963,938,1901,entre_semana,4149.18
2023-06-21,RINCON HONDO,985,954,1939,entre_semana,4149.18
2023-06-21,PEAJE TORO,713,639,1352,entre_semana,4149.18
2023-06-21,SABOYA,1614,1439,3053,entre_semana,4149.18
2023-06-21,SACHICA,2129,2401,4530,entre_semana,4149.18
2023-06-21,SAN DIEGO,2270,2214,4484,entre_semana,4149.18
2023-06-21,SAN JUAN,2734,2498,5232,entre_semana,4149.18
2023-06-21,SANCLEMENTE,422,485,907,entre_semana,4149.18
2023-06-21,RIO FRIO,528,722,1250,entre_semana,4149.18
2023-06-21,PEAJE RIO BLANCO,2457,2104,4561,entre_semana,4149.18
2023-06-21,PEAJE TUNEL LA LINEA TOLIMA,4145,0,4145,entre_semana,4149.18
2023-06-21,OIBA,2511,2079,4590,entre_semana,4149.18
2023-06-21,ARCABUCO,2038,2294,4332,entre_semana,4149.18
2023-06-21,BICENTENARIO,1184,1189,2373,entre_semana,4149.18
2023-06-21,BORDO,3491,0,3491,entre_semana,4149.18
2023-06-21,CANO,1309,1351,2660,entre_semana,4149.18
2023-06-21,CARIMAGUA,1213,1056,2269,entre_semana,4149.18
2023-06-21,CASABLANCA,5095,4814,9909,entre_semana,4149.18
2023-06-21,LOS CUROS,3140,2906,6046,entre_semana,4149.18
2023-06-21,COCORNA (EL SANTUARIO),3479,3875,7354,entre_semana,4149.18
2023-06-21,CRUCERO,1345,1343,2688,entre_semana,4149.18
2023-06-21,CURITÍ,3017,2647,5664,entre_semana,4149.18
2023-06-21,EL KORAN,3396,2540,5936,entre_semana,4149.18
2023-06-21,LA PARADA,0,19684,19684,entre_semana,4149.18
2023-06-21,LLANOS,2114,2250,4364,entre_semana,4149.18
2023-06-21,CERRITOS II,7162,7898,15060,entre_semana,4149.18
2023-06-22,PEAJE TUNEL LA LINEA QUINDIO,0,4268,4268,entre_semana,4158.21
2023-06-22,PEAJE TUNEL LA LINEA TOLIMA,4097,0,4097,entre_semana,4158.21
2023-06-22,PLATANAL,951,929,1880,entre_semana,4158.21
2023-06-22,PTO. TRIUNFO,2979,3034,6013,entre_semana,4158.21
2023-06-22,RINCON HONDO,1041,944,1985,entre_semana,4158.21
2023-06-22,RIO FRIO,579,653,1232,entre_semana,4158.21
2023-06-22,SAN DIEGO,2140,2239,4379,entre_semana,4158.21
2023-06-22,SACHICA,2357,2490,4847,entre_semana,4158.21
2023-06-22,SAN JUAN,2579,2544,5123,entre_semana,4158.21
2023-06-22,SANCLEMENTE,431,486,917,entre_semana,4158.21
2023-06-22,TARAZA,1787,2097,3884,entre_semana,4158.21
2023-06-22,PEAJE TORO,728,805,1533,entre_semana,4158.21
2023-06-22,SABOYA,1603,1411,3014,entre_semana,4158.21
2023-06-22,PEAJE RIO BLANCO,2415,2154,4569,entre_semana,4158.21
2023-06-22,LOS CUROS,3154,2975,6129,entre_semana,4158.21
2023-06-22,ARCABUCO,1871,2431,4302,entre_semana,4158.21
2023-06-22,OIBA,2492,2062,4554,entre_semana,4158.21
2023-06-22,BICENTENARIO,1321,1272,2593,entre_semana,4158.21
2023-06-22,BORDO,3701,0,3701,entre_semana,4158.21
2023-06-22,CANO,1493,1333,2826,entre_semana,4158.21
2023-06-22,CASABLANCA,5264,4935,10199,entre_semana,4158.21
2023-06-22,CERRITOS II,7013,7513,14526,entre_semana,4158.21
2023-06-22,CARIMAGUA,1177,1168,2345,entre_semana,4158.21
2023-06-22,CRUCERO,1426,1400,2826,entre_semana,4158.21
2023-06-22,CURITÍ,2978,2677,5655,entre_semana,4158.21
2023-06-22,EL KORAN,3185,3097,6282,entre_semana,4158.21
2023-06-22,LA PARADA,0,19175,19175,entre_semana,4158.21
2023-06-22,LLANOS,2274,2380,4654,entre_semana,4158.21
2023-06-22,COCORNA (EL SANTUARIO),3812,3798,7610,entre_semana,4158.21
2023-06-23,PTO. TRIUNFO,2895,3052,5947,entre_semana,4114.39
2023-06-23,PEAJE TORO,735,850,1585,entre_semana,4114.39
2023-06-23,PEAJE TUNEL LA LINEA QUINDIO,0,4364,4364,entre_semana,4114.39
2023-06-23,PEAJE TUNEL LA LINEA TOLIMA,4029,0,4029,entre_semana,4114.39
2023-06-23,PLATANAL,1043,1135,2178,entre_semana,4114.39
2023-06-23,RINCON HONDO,1030,1059,2089,entre_semana,4114.39
2023-06-23,PEAJE RIO BLANCO,2347,2403,4750,entre_semana,4114.39
2023-06-23,SABOYA,1856,1452,3308,entre_semana,4114.39
2023-06-23,SACHICA,3186,2730,5916,entre_semana,4114.39
2023-06-23,SAN DIEGO,2379,2480,4859,entre_semana,4114.39
2023-06-23,SAN JUAN,3019,2792,5811,entre_semana,4114.39
2023-06-23,SANCLEMENTE,558,410,968,entre_semana,4114.39
2023-06-23,RIO FRIO,618,668,1286,entre_semana,4114.39
2023-06-23,OIBA,2660,2182,4842,entre_semana,4114.39
2023-06-23,TARAZA,1956,1987,3943,entre_semana,4114.39
2023-06-23,LLANOS,2371,2304,4675,entre_semana,4114.39
2023-06-23,ARCABUCO,2235,2890,5125,entre_semana,4114.39
2023-06-23,BICENTENARIO,1369,1252,2621,entre_semana,4114.39
2023-06-23,BORDO,3601,2,3603,entre_semana,4114.39
2023-06-23,CANO,1556,1250,2806,entre_semana,4114.39
2023-06-23,CARIMAGUA,1141,1161,2302,entre_semana,4114.39
2023-06-23,CASABLANCA,5980,4965,10945,entre_semana,4114.39
2023-06-23,LOS CUROS,3377,3337,6714,entre_semana,4114.39
2023-06-23,COCORNA (EL SANTUARIO),3841,3662,7503,entre_semana,4114.39
2023-06-23,CRUCERO,1465,1451,2916,entre_semana,4114.39
2023-06-23,CURITÍ,3060,2975,6035,entre_semana,4114.39
2023-06-23,EL KORAN,2917,3098,6015,entre_semana,4114.39
2023-06-23,LA PARADA,0,20123,20123,entre_semana,4114.39
2023-06-23,CERRITOS II,7375,7912,15287,entre_semana,4114.39
2023-06-24,PEAJE TORO,617,791,1408,fin_de_semana,4168.88
2023-06-24,PEAJE TUNEL LA LINEA QUINDIO,0,4003,4003,fin_de_semana,4168.88
2023-06-24,PEAJE TUNEL LA LINEA TOLIMA,3364,0,3364,fin_de_semana,4168.88
2023-06-24,PLATANAL,892,1047,1939,fin_de_semana,4168.88
2023-06-24,PTO. TRIUNFO,2291,2482,4773,fin_de_semana,4168.88
2023-06-24,RINCON HONDO,596,681,1277,fin_de_semana,4168.88
2023-06-24,SACHICA,3501,2721,6222,fin_de_semana,4168.88
2023-06-24,SABOYA,1826,1378,3204,fin_de_semana,4168.88
2023-06-24,SAN DIEGO,1972,1904,3876,fin_de_semana,4168.88
2023-06-24,SAN JUAN,2824,2362,5186,fin_de_semana,4168.88
2023-06-24,SANCLEMENTE,512,481,993,fin_de_semana,4168.88
2023-06-24,PEAJE RIO BLANCO,2282,2229,4511,fin_de_semana,4168.88
2023-06-24,RIO FRIO,662,560,1222,fin_de_semana,4168.88
2023-06-24,OIBA,2486,2165,4651,fin_de_semana,4168.88
2023-06-24,TARAZA,1781,1935,3716,fin_de_semana,4168.88
2023-06-24,LLANOS,2368,2134,4502,fin_de_semana,4168.88
2023-06-24,ARCABUCO,2284,3038,5322,fin_de_semana,4168.88
2023-06-24,BICENTENARIO,1268,1135,2403,fin_de_semana,4168.88
2023-06-24,BORDO,3386,0,3386,fin_de_semana,4168.88
2023-06-24,CANO,1412,1263,2675,fin_de_semana,4168.88
2023-06-24,CARIMAGUA,1148,865,2013,fin_de_semana,4168.88
2023-06-24,CASABLANCA,5966,4598,10564,fin_de_semana,4168.88
2023-06-24,LOS CUROS,2645,3691,6336,fin_de_semana,4168.88
2023-06-24,COCORNA (EL SANTUARIO),3662,3181,6843,fin_de_semana,4168.88
2023-06-24,CRUCERO,1281,1383,2664,fin_de_semana,4168.88
2023-06-24,CURITÍ,2970,2991,5961,fin_de_semana,4168.88
2023-06-24,EL KORAN,2898,2737,5635,fin_de_semana,4168.88
2023-06-24,LA PARADA,0,20308,20308,fin_de_semana,4168.88
2023-06-24,CERRITOS II,7002,6997,13999,fin_de_semana,4168.88
2023-06-25,PEAJE TORO,653,600,1253,fin_de_semana,4168.88
2023-06-25,PEAJE TUNEL LA LINEA QUINDIO,0,3788,3788,fin_de_semana,4168.88
2023-06-25,PEAJE TUNEL LA LINEA TOLIMA,3809,0,3809,fin_de_semana,4168.88
2023-06-25,PLATANAL,860,837,1697,fin_de_semana,4168.88
2023-06-25,PTO. TRIUNFO,2642,2393,5035,fin_de_semana,4168.88
2023-06-25,RINCON HONDO,813,631,1444,fin_de_semana,4168.88
2023-06-25,SACHICA,2146,3672,5818,fin_de_semana,4168.88
2023-06-25,SABOYA,1472,1797,3269,fin_de_semana,4168.88
2023-06-25,SAN DIEGO,1388,1430,2818,fin_de_semana,4168.88
2023-06-25,SAN JUAN,1790,2054,3844,fin_de_semana,4168.88
2023-06-25,SANCLEMENTE,367,423,790,fin_de_semana,4168.88
2023-06-25,PEAJE RIO BLANCO,2247,2079,4326,fin_de_semana,4168.88
2023-06-25,RIO FRIO,496,692,1188,fin_de_semana,4168.88
2023-06-25,TARAZA,2085,1991,4076,fin_de_semana,4168.88
2023-06-25,OIBA,2303,2241,4544,fin_de_semana,4168.88
2023-06-25,LLANOS,2310,2336,4646,fin_de_semana,4168.88
2023-06-25,LOS CUROS,3130,2652,5782,fin_de_semana,4168.88
2023-06-25,ARCABUCO,2723,2835,5558,fin_de_semana,4168.88
2023-06-25,BICENTENARIO,1099,1454,2553,fin_de_semana,4168.88
2023-06-25,BORDO,3251,0,3251,fin_de_semana,4168.88
2023-06-25,CARIMAGUA,974,1076,2050,fin_de_semana,4168.88
2023-06-25,CASABLANCA,5361,5675,11036,fin_de_semana,4168.88
2023-06-25,CANO,1577,1283,2860,fin_de_semana,4168.88
2023-06-25,COCORNA (EL SANTUARIO),3258,4498,7756,fin_de_semana,4168.88
2023-06-25,CRUCERO,1390,1457,2847,fin_de_semana,4168.88
2023-06-25,CURITÍ,3081,2487,5568,fin_de_semana,4168.88
2023-06-25,EL KORAN,2673,3114,5787,fin_de_semana,4168.88
2023-06-25,LA PARADA,0,12935,12935,fin_de_semana,4168.88
2023-06-25,CERRITOS II,6484,6493,12977,fin_de_semana,4168.88
2023-06-26,RINCON HONDO,1079,856,1935,entre_semana,4168.88
2023-06-26,PEAJE TUNEL LA LINEA QUINDIO,0,3592,3592,entre_semana,4168.88
2023-06-26,PEAJE TUNEL LA LINEA TOLIMA,3949,0,3949,entre_semana,4168.88
2023-06-26,PLATANAL,963,948,1911,entre_semana,4168.88
2023-06-26,PTO. TRIUNFO,2814,2646,5460,entre_semana,4168.88
2023-06-26,RIO FRIO,453,558,1011,entre_semana,4168.88
2023-06-26,PEAJE TORO,647,635,1282,entre_semana,4168.88
2023-06-26,SACHICA,2082,2617,4699,entre_semana,4168.88
2023-06-26,SAN DIEGO,2215,2375,4590,entre_semana,4168.88
2023-06-26,SAN JUAN,2845,2435,5280,entre_semana,4168.88
2023-06-26,SANCLEMENTE,423,442,865,entre_semana,4168.88
2023-06-26,TARAZA,1450,1655,3105,entre_semana,4168.88
2023-06-26,SABOYA,1432,1469,2901,entre_semana,4168.88
2023-06-26,PEAJE RIO BLANCO,2142,2107,4249,entre_semana,4168.88
2023-06-26,LOS CUROS,3151,3180,6331,entre_semana,4168.88
2023-06-26,OIBA,2368,2104,4472,entre_semana,4168.88
2023-06-26,ARCABUCO,2272,2440,4712,entre_semana,4168.88
2023-06-26,BICENTENARIO,1205,1189,2394,entre_semana,4168.88
2023-06-26,BORDO,2790,0,2790,entre_semana,4168.88
2023-06-26,CANO,1008,1316,2324,entre_semana,4168.88
2023-06-26,CASABLANCA,5026,4959,9985,entre_semana,4168.88
2023-06-26,CERRITOS II,6556,7276,13832,entre_semana,4168.88
2023-06-26,CARIMAGUA,958,821,1779,entre_semana,4168.88
2023-06-26,CRUCERO,1331,1461,2792,entre_semana,4168.88
2023-06-26,CURITÍ,2914,2727,5641,entre_semana,4168.88
2023-06-26,EL KORAN,2991,2605,5596,entre_semana,4168.88
2023-06-26,LA PARADA,0,19087,19087,entre_semana,4168.88
2023-06-26,LLANOS,2062,2062,4124,entre_semana,4168.88
2023-06-26,COCORNA (EL SANTUARIO),3291,3418,6709,entre_semana,4168.88
2023-06-27,RINCON HONDO,1017,856,1873,entre_semana,4172.33
2023-06-27,PEAJE TUNEL LA LINEA QUINDIO,0,3940,3940,entre_semana,4172.33
2023-06-27,PEAJE TUNEL LA LINEA TOLIMA,4245,0,4245,entre_semana,4172.33
2023-06-27,PLATANAL,1009,951,1960,entre_semana,4172.33
2023-06-27,PTO. TRIUNFO,2945,2761,5706,entre_semana,4172.33
2023-06-27,RIO FRIO,556,659,1215,entre_semana,4172.33
2023-06-27,OIBA,2412,2229,4641,entre_semana,4172.33
2023-06-27,SACHICA,2227,2377,4604,entre_semana,4172.33
2023-06-27,SAN DIEGO,2187,2265,4452,entre_semana,4172.33
2023-06-27,SAN JUAN,2832,2522,5354,entre_semana,4172.33
2023-06-27,SANCLEMENTE,475,478,953,entre_semana,4172.33
2023-06-27,TARAZA,1967,1825,3792,entre_semana,4172.33
2023-06-27,PEAJE TORO,669,765,1434,entre_semana,4172.33
2023-06-27,SABOYA,1685,1426,3111,entre_semana,4172.33
2023-06-27,PEAJE RIO BLANCO,2235,2256,4491,entre_semana,4172.33
2023-06-27,EL KORAN,3200,2586,5786,entre_semana,4172.33
2023-06-27,LOS CUROS,3021,2649,5670,entre_semana,4172.33
2023-06-27,ARCABUCO,2185,2381,4566,entre_semana,4172.33
2023-06-27,BICENTENARIO,1264,1244,2508,entre_semana,4172.33
2023-06-27,BORDO,3836,0,3836,entre_semana,4172.33
2023-06-27,CANO,1362,1410,2772,entre_semana,4172.33
2023-06-27,CASABLANCA,5275,4922,10197,entre_semana,4172.33
2023-06-27,CERRITOS II,7221,7928,15149,entre_semana,4172.33
2023-06-27,CARIMAGUA,1110,1175,2285,entre_semana,4172.33
2023-06-27,CRUCERO,1339,1440,2779,entre_semana,4172.33
2023-06-27,CURITÍ,2821,2559,5380,entre_semana,4172.33
2023-06-27,LA PARADA,0,19559,19559,entre_semana,4172.33
2023-06-27,LLANOS,2078,2313,4391,entre_semana,4172.33
2023-06-27,COCORNA (EL SANTUARIO),3349,3512,6861,entre_semana,4172.33
2023-06-28,PEAJE TORO,732,893,1625,entre_semana,4152.48
2023-06-28,PTO. TRIUNFO,3107,2908,6015,entre_semana,4152.48
2023-06-28,PEAJE TUNEL LA LINEA QUINDIO,0,4456,4456,entre_semana,4152.48
2023-06-28,PEAJE TUNEL LA LINEA TOLIMA,4368,0,4368,entre_semana,4152.48
2023-06-28,PLATANAL,1016,992,2008,entre_semana,4152.48
2023-06-28,RINCON HONDO,1063,1015,2078,entre_semana,4152.48
2023-06-28,TARAZA,2064,1988,4052,entre_semana,4152.48
2023-06-28,SABOYA,1702,1394,3096,entre_semana,4152.48
2023-06-28,SAN DIEGO,2246,2226,4472,entre_semana,4152.48
2023-06-28,SAN JUAN,2868,2434,5302,entre_semana,4152.48
2023-06-28,SANCLEMENTE,503,516,1019,entre_semana,4152.48
2023-06-28,PEAJE RIO BLANCO,2553,2416,4969,entre_semana,4152.48
2023-06-28,RIO FRIO,616,672,1288,entre_semana,4152.48
2023-06-28,OIBA,2644,2110,4754,entre_semana,4152.48
2023-06-28,SACHICA,2319,2569,4888,entre_semana,4152.48
2023-06-28,LLANOS,2414,2514,4928,entre_semana,4152.48
2023-06-28,LOS CUROS,3222,3145,6367,entre_semana,4152.48
2023-06-28,BICENTENARIO,1296,1265,2561,entre_semana,4152.48
2023-06-28,BORDO,3718,0,3718,entre_semana,4152.48
2023-06-28,CANO,1530,1509,3039,entre_semana,4152.48
2023-06-28,CARIMAGUA,1384,1201,2585,entre_semana,4152.48
2023-06-28,CASABLANCA,5577,4916,10493,entre_semana,4152.48
2023-06-28,ARCABUCO,2156,2541,4697,entre_semana,4152.48
2023-06-28,COCORNA (EL SANTUARIO),3475,3943,7418,entre_semana,4152.48
2023-06-28,CERRITOS II,7242,7788,15030,entre_semana,4152.48
2023-06-28,EL KORAN,3500,3125,6625,entre_semana,4152.48
2023-06-28,LA PARADA,0,19583,19583,entre_semana,4152.48
2023-06-28,CRUCERO,1350,1356,2706,entre_semana,4152.48
2023-06-28,CURITÍ,3109,2878,5987,entre_semana,4152.48
2023-06-29,PEAJE RIO BLANCO,2517,2375,4892,entre_semana,4169.6
2023-06-29,SANCLEMENTE,483,519,1002,entre_semana,4169.6
2023-06-29,SAN JUAN,2897,2614,5511,entre_semana,4169.6
2023-06-29,SAN DIEGO,2371,2396,4767,entre_semana,4169.6
2023-06-29,TARAZA,2179,2163,4342,entre_semana,4169.6
2023-06-29,SABOYA,2084,1516,3600,entre_semana,4169.6
2023-06-29,RIO FRIO,528,806,1334,entre_semana,4169.6
2023-06-29,RINCON HONDO,1141,991,2132,entre_semana,4169.6
2023-06-29,PTO. TRIUNFO,3319,3243,6562,entre_semana,4169.6
2023-06-29,PLATANAL,1068,1078,2146,entre_semana,4169.6
2023-06-29,PEAJE TUNEL LA LINEA TOLIMA,4656,0,4656,entre_semana,4169.6
2023-06-29,PEAJE TUNEL LA LINEA QUINDIO,0,5124,5124,entre_semana,4169.6
2023-06-29,PEAJE TORO,708,944,1652,entre_semana,4169.6
2023-06-29,OIBA,2898,2516,5414,entre_semana,4169.6
2023-06-29,SACHICA,2502,2644,5146,entre_semana,4169.6
2023-06-29,LLANOS,2515,2821,5336,entre_semana,4169.6
2023-06-29,LOS CUROS,3202,3605,6807,entre_semana,4169.6
2023-06-29,ARCABUCO,2366,2945,5311,entre_semana,4169.6
2023-06-29,BICENTENARIO,1491,1333,2824,entre_semana,4169.6
2023-06-29,BORDO,3733,0,3733,entre_semana,4169.6
2023-06-29,CARIMAGUA,1310,1247,2557,entre_semana,4169.6
2023-06-29,CASABLANCA,6447,5018,11465,entre_semana,4169.6
2023-06-29,CANO,1313,1526,2839,entre_semana,4169.6
2023-06-29,COCORNA (EL SANTUARIO),3830,4190,8020,entre_semana,4169.6
2023-06-29,CRUCERO,1226,1197,2423,entre_semana,4169.6
2023-06-29,CURITÍ,3209,3176,6385,entre_semana,4169.6
2023-06-29,EL KORAN,3615,3415,7030,entre_semana,4169.6
2023-06-29,LA PARADA,0,19575,19575,entre_semana,4169.6
2023-06-29,CERRITOS II,7629,7894,15523,entre_semana,4169.6
2023-06-30,PTO. TRIUNFO,3860,3698,7558,entre_semana,4191.28
2023-06-30,PEAJE TUNEL LA LINEA QUINDIO,0,5068,5068,entre_semana,4191.28
2023-06-30,PEAJE TUNEL LA LINEA TOLIMA,4885,0,4885,entre_semana,4191.28
2023-06-30,PLATANAL,1209,1249,2458,entre_semana,4191.28
2023-06-30,RINCON HONDO,1138,1142,2280,entre_semana,4191.28
2023-06-30,TARAZA,2603,2295,4898,entre_semana,4191.28
2023-06-30,SABOYA,3630,1647,5277,entre_semana,4191.28
2023-06-30,SACHICA,3845,2679,6524,entre_semana,4191.28
2023-06-30,SAN DIEGO,2474,2589,5063,entre_semana,4191.28
2023-06-30,SAN JUAN,3269,2710,5979,entre_semana,4191.28
2023-06-30,SANCLEMENTE,641,540,1181,entre_semana,4191.28
2023-06-30,PEAJE TORO,1014,1259,2273,entre_semana,4191.28
2023-06-30,RIO FRIO,829,848,1677,entre_semana,4191.28
2023-06-30,PEAJE RIO BLANCO,2743,2716,5459,entre_semana,4191.28
2023-06-30,EL KORAN,4029,3443,7472,entre_semana,4191.28
2023-06-30,LOS CUROS,3880,4238,8118,entre_semana,4191.28
2023-06-30,ARCABUCO,2819,4746,7565,entre_semana,4191.28
2023-06-30,BICENTENARIO,2479,1444,3923,entre_semana,4191.28
2023-06-30,BORDO,2157,2434,4591,entre_semana,4191.28
2023-06-30,OIBA,3816,2995,6811,entre_semana,4191.28
2023-06-30,CARIMAGUA,1414,1305,2719,entre_semana,4191.28
2023-06-30,CASABLANCA,9534,5232,14766,entre_semana,4191.28
2023-06-30,CANO,1989,1736,3725,entre_semana,4191.28
2023-06-30,COCORNA (EL SANTUARIO),4178,4882,9060,entre_semana,4191.28
2023-06-30,CRUCERO,1581,1737,3318,entre_semana,4191.28
2023-06-30,CURITÍ,3796,4003,7799,entre_semana,4191.28
2023-06-30,LA PARADA,0,20855,20855,entre_semana,4191.28
2023-06-30,LLANOS,2779,3047,5826,entre_semana,4191.28
2023-06-30,CERRITOS II,7637,8160,15797,entre_semana,4191.28
2023-07-01,PTO. TRIUNFO,3387,3210,6597,fin_de_semana,4177.58
2023-07-01,PEAJE TORO,802,1188,1990,fin_de_semana,4177.58
2023-07-01,PEAJE TUNEL LA LINEA QUINDIO,0,4777,4777,fin_de_semana,4177.58
2023-07-01,PEAJE TUNEL LA LINEA TOLIMA,4401,0,4401,fin_de_semana,4177.58
2023-07-01,PLATANAL,1010,1180,2190,fin_de_semana,4177.58
2023-07-01,RINCON HONDO,807,1024,1831,fin_de_semana,4177.58
2023-07-01,PEAJE RIO BLANCO,2233,2214,4447,fin_de_semana,4177.58
2023-07-01,SABOYA,4299,1436,5735,fin_de_semana,4177.58
2023-07-01,SACHICA,5641,3296,8937,fin_de_semana,4177.58
2023-07-01,SAN DIEGO,1586,2649,4235,fin_de_semana,4177.58
2023-07-01,SAN JUAN,3015,2790,5805,fin_de_semana,4177.58
2023-07-01,SANCLEMENTE,788,566,1354,fin_de_semana,4177.58
2023-07-01,RIO FRIO,1142,668,1810,fin_de_semana,4177.58
2023-07-01,OIBA,3743,2600,6343,fin_de_semana,4177.58
2023-07-01,TARAZA,2052,1877,3929,fin_de_semana,4177.58
2023-07-01,LLANOS,2239,2351,4590,fin_de_semana,4177.58
2023-07-01,ARCABUCO,2780,5466,8246,fin_de_semana,4177.58
2023-07-01,BICENTENARIO,2585,1209,3794,fin_de_semana,4177.58
2023-07-01,BORDO,780,3484,4264,fin_de_semana,4177.58
2023-07-01,CANO,1578,1682,3260,fin_de_semana,4177.58
2023-07-01,CARIMAGUA,1261,989,2250,fin_de_semana,4177.58
2023-07-01,CASABLANCA,9257,5577,14834,fin_de_semana,4177.58
2023-07-01,LOS CUROS,3807,4588,8395,fin_de_semana,4177.58
2023-07-01,COCORNA (EL SANTUARIO),4656,4747,9403,fin_de_semana,4177.58
2023-07-01,CRUCERO,1628,1969,3597,fin_de_semana,4177.58
2023-07-01,CURITÍ,3747,4311,8058,fin_de_semana,4177.58
2023-07-01,EL KORAN,3776,2427,6203,fin_de_semana,4177.58
2023-07-01,LA PARADA,0,21010,21010,fin_de_semana,4177.58
2023-07-01,CERRITOS II,7822,7327,15149,fin_de_semana,4177.58
2023-07-02,PEAJE TUNEL LA LINEA QUINDIO,0,4231,4231,fin_de_semana,4177.58
2023-07-02,PEAJE TUNEL LA LINEA TOLIMA,3830,0,3830,fin_de_semana,4177.58
2023-07-02,PLATANAL,865,985,1850,fin_de_semana,4177.58
2023-07-02,PTO. TRIUNFO,2942,2667,5609,fin_de_semana,4177.58
2023-07-02,RINCON HONDO,820,736,1556,fin_de_semana,4177.58
2023-07-02,RIO FRIO,885,691,1576,fin_de_semana,4177.58
2023-07-02,SAN DIEGO,1439,1444,2883,fin_de_semana,4177.58
2023-07-02,SACHICA,5081,5235,10316,fin_de_semana,4177.58
2023-07-02,SAN JUAN,2109,1888,3997,fin_de_semana,4177.58
2023-07-02,SANCLEMENTE,613,576,1189,fin_de_semana,4177.58
2023-07-02,TARAZA,1792,2088,3880,fin_de_semana,4177.58
2023-07-02,PEAJE TORO,692,847,1539,fin_de_semana,4177.58
